n,wr,total_pips,pf,avg,tf,pair,strat,params,spread,bars
79,24.050632911392405,-883.7054215774656,0.43780785746376344,-11.186144576929944,M30,GBPUSD,donchian,"(100, 21, 2.0, 3.0)",10,5000
26,23.076923076923077,-327.0034987736814,0.4246593266096799,-12.577057645141592,M30,GBPUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",10,5000
35,22.857142857142858,-274.99878298265514,0.5912614258892875,-7.8571080852187185,M30,USDJPY,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",13,5000
22,22.727272727272727,-728.9082160776682,0.5493811910684672,-33.13219163989401,D1,AUDUSD,ema_macd,"(3, 10, 50, 14, 1.5, 2.5)",9,2284
110,22.727272727272727,-899.4706763627687,0.4293359481509825,-8.177006148752442,M30,AUDUSD,keltner,"(50, 2.0, 21, 2.0, 3.0)",9,5000
27,22.22222222222222,-226.42782863987912,0.4662760558806195,-8.386215875551079,M30,EURUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",9,5000
107,21.49532710280374,-1153.7984387213323,0.4351863369272902,-10.783162978704041,M30,GBPUSD,keltner,"(50, 2.0, 21, 2.0, 3.0)",10,5000
14,21.428571428571427,-106.17725606682171,0.5285862628946163,-7.584089719058694,M30,EURUSD,supertrend,"(10, 3.0, 14, 2.0, 3.0)",9,5000
28,21.428571428571427,-344.21238147476885,0.43194534446651933,-12.293299338384601,M30,GBPUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",10,5000
33,21.21212121212121,-317.2813230029694,0.4080411803881353,-9.614585545544527,M30,EURUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",9,5000
52,21.153846153846153,-449.9862563663037,0.40708112907639543,-8.653581853198148,M15,GBPUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",10,5000
38,21.052631578947366,-2596.2108234206953,0.3506765085271675,-68.32133745843934,D1,AUDUSD,donchian,"(100, 21, 2.0, 3.0)",9,2284
24,20.833333333333336,-125.91650818939868,0.6280167954525625,-5.2465211745582785,M30,GBPUSD,ema_macd,"(8, 21, 100, 14, 1.5, 2.5)",10,5000
39,20.51282051282051,-232.93176532278028,0.47100020421460986,-5.972609367250777,M30,AUDUSD,ema_macd,"(5, 13, 50, 14, 1.5, 2.5)",9,5000
39,20.51282051282051,-239.69780203628383,0.4641293398550242,-6.146097488109842,M30,AUDUSD,ema_macd,"(5, 13, 50, 10, 1.5, 2.5)",9,5000
88,20.454545454545457,-1132.016123980011,0.38293395815902315,-12.863819590681942,M30,GBPUSD,keltner,"(20, 2.0, 14, 2.0, 3.0)",10,5000
54,20.37037037037037,-501.0031617752361,0.5009276954949444,-9.27783632917104,M30,USDJPY,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",13,5000
113,20.353982300884958,-1022.4107140145944,0.3730140594345406,-9.047882424907915,M30,EURUSD,keltner,"(50, 2.0, 21, 2.0, 3.0)",9,5000
149,20.13422818791946,-1220.6311224807152,0.4418750706721697,-8.19215518443433,M30,EURUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",9,5000
15,20.0,-146.73060662253158,0.24503858037682794,-9.782040441502106,M15,AUDUSD,supertrend,"(14, 3.0, 14, 2.5, 4.0)",9,5000
20,20.0,-175.3754815394414,0.41512409698414543,-8.76877407697207,M15,GBPUSD,supertrend,"(14, 3.0, 14, 2.5, 4.0)",10,5000
30,20.0,-298.1052018141484,0.3458722348967354,-9.936840060471614,M30,AUDUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",9,5000
45,20.0,-677.8561520603345,0.41225953522870673,-15.06347004578521,M30,GBPUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",10,5000
85,20.0,-753.8961830512658,0.416313085757791,-8.869366859426655,M30,EURUSD,donchian,"(100, 21, 2.0, 3.0)",9,5000
40,20.0,-24628.419858132656,0.570557553269728,-615.7104964533164,M15,XAUUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",28,5000
45,20.0,-32535.220955812012,0.47057887389507547,-723.0049101291559,M30,XAUUSD,ema_macd,"(5, 13, 50, 14, 1.0, 2.0)",28,5000
86,19.767441860465116,-672.925476183512,0.4643696343262675,-7.824714839343163,M30,GBPUSD,rsi,"(14, 80, 20, 14, 1.5, 2.5)",10,5000
97,19.587628865979383,-997.7438440582589,0.3445380505823471,-10.286019010909886,M30,AUDUSD,keltner,"(20, 2.0, 14, 2.0, 3.0)",9,5000
103,19.41747572815534,-898.0397343072722,0.4220111213256125,-8.718832371915264,M30,EURUSD,keltner,"(20, 2.0, 14, 2.0, 3.0)",9,5000
125,19.2,-1789.9800450532741,0.32086967693642093,-14.319840360426193,M30,GBPUSD,donchian,"(50, 21, 2.0, 3.0)",10,5000
120,19.166666666666668,-1114.669641402826,0.3785725988704,-9.288913678356884,M30,EURUSD,keltner,"(30, 2.0, 21, 2.0, 3.0)",9,5000
94,19.148936170212767,-907.4548450535578,0.36885930537719364,-9.653774947378276,M30,AUDUSD,donchian,"(100, 21, 2.0, 3.0)",9,5000
131,19.083969465648856,-1254.9953340701709,0.3672419448067129,-9.58011705397077,M30,EURUSD,donchian,"(50, 21, 2.0, 3.0)",9,5000
37,18.91891891891892,-501.1564308601423,0.3071668084345881,-13.544768401625467,M30,AUDUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",9,5000
53,18.867924528301888,-439.2074545664826,0.5590248972449456,-8.286933105027973,M30,USDJPY,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",13,5000
16,18.75,-119.2603410598847,0.270375423774602,-7.453771316242793,M15,AUDUSD,supertrend,"(10, 3.0, 14, 2.0, 3.0)",9,5000
43,18.6046511627907,-564.5618598199803,0.4085409426999555,-13.129345577208845,M30,USDJPY,supertrend,"(10, 2.0, 14, 2.0, 3.0)",13,5000
153,18.30065359477124,-1394.9867457482108,0.36723876489291696,-9.117560429726868,M30,AUDUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",9,5000
22,18.181818181818183,-219.32112926484893,0.30869806654514254,-9.969142239311315,M15,GBPUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",10,5000
110,18.181818181818183,-1052.2157192223913,0.36369884680633563,-9.565597447476284,M30,AUDUSD,keltner,"(30, 2.0, 21, 2.0, 3.0)",9,5000
210,18.095238095238095,-1790.6866270543107,0.4146911160253329,-8.5270791764491,M30,GBPUSD,rsi,"(21, 65, 35, 14, 1.5, 2.5)",10,5000
95,17.894736842105264,-1080.6031698820702,0.4358733991753028,-11.37477020928495,M30,USDJPY,donchian,"(100, 21, 2.0, 3.0)",13,5000
56,17.857142857142858,-310.7223041034923,0.46259069077646886,-5.548612573276649,M30,AUDUSD,ema_macd,"(3, 10, 50, 14, 1.5, 2.5)",9,5000
28,17.857142857142858,-338.9322037356891,0.41889388920981274,-12.104721561988896,M30,USDJPY,supertrend,"(10, 2.5, 14, 2.0, 3.0)",13,5000
28,17.857142857142858,-338.9322037356891,0.41889388920981274,-12.104721561988896,M30,USDJPY,supertrend,"(14, 2.5, 14, 2.0, 3.0)",13,5000
56,17.857142857142858,-372.3985913118711,0.4086824767141441,-6.649974844854841,M30,EURUSD,ema_macd,"(3, 10, 50, 14, 1.5, 2.5)",9,5000
130,17.692307692307693,-1790.864057313061,0.3821672407374741,-13.775877363946623,M30,USDJPY,rsi,"(14, 75, 25, 14, 2.0, 3.0)",13,5000
34,17.647058823529413,-22511.42142199851,0.5176674925870866,-662.1006300587798,M15,XAUUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",28,5000
57,17.543859649122805,-463.42769145926184,0.4572181558157898,-8.130310376478278,M30,USDJPY,ema_macd,"(5, 13, 50, 14, 1.5, 2.5)",13,5000
211,17.535545023696685,-1941.751936265801,0.38899762521255543,-9.202615811686261,M30,GBPUSD,rsi,"(14, 70, 30, 14, 1.5, 2.5)",10,5000
139,17.26618705035971,-1465.6173624920136,0.32155412682869067,-10.544009802100817,M30,AUDUSD,donchian,"(50, 21, 2.0, 3.0)",9,5000
12,16.666666666666664,-113.51431400372206,0.42254909712744787,-9.459526166976838,M30,EURUSD,supertrend,"(20, 3.0, 21, 2.0, 3.5)",9,5000
12,16.666666666666664,-174.21757743056878,0.38272312961754956,-14.518131452547399,M30,GBPUSD,supertrend,"(20, 3.0, 21, 2.0, 3.5)",10,5000
18,16.666666666666664,-175.2766345711754,0.30429889697665086,-9.737590809509745,M15,EURUSD,supertrend,"(14, 3.0, 14, 2.5, 4.0)",9,5000
18,16.666666666666664,-178.14920753386863,0.32021514193417916,-9.897178196326035,M15,GBPUSD,supertrend,"(20, 3.0, 21, 2.0, 3.5)",10,5000
24,16.666666666666664,-229.36936895884497,0.29922109678199665,-9.557057039951873,M15,GBPUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",10,5000
18,16.666666666666664,-310.8116073839883,0.11374870157678674,-17.267311521332683,M30,AUDUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",9,5000
79,16.455696202531644,-670.7007344361784,0.3027407910199021,-8.489882714382006,M30,AUDUSD,ema_macd,"(5, 13, 30, 14, 1.5, 2.0)",9,5000
271,16.236162361623617,-2571.347386860236,0.3670788645401996,-9.488366741181682,M30,GBPUSD,rsi,"(7, 75, 25, 14, 1.5, 2.5)",10,5000
136,16.176470588235293,-1801.8789745145418,0.36517278817703197,-13.249110106724572,M30,USDJPY,donchian,"(50, 21, 2.0, 3.0)",13,5000
56,16.071428571428573,-474.9063288413254,0.4490284562067967,-8.480470157880811,M30,USDJPY,ema_macd,"(5, 13, 50, 10, 1.5, 2.5)",13,5000
25,16.0,-193.25278748736423,0.5101302447602621,-7.730111499494569,M30,USDJPY,ema_macd,"(8, 21, 100, 14, 1.5, 2.5)",13,5000
44,15.909090909090908,-398.2046236268456,0.24915794155301385,-9.05010508242831,M15,EURUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",9,5000
32,15.625,-366.4278944520505,0.27288074717358407,-11.450871701626578,M30,EURUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",9,5000
116,15.517241379310345,-837.7531311423606,0.3625388267456633,-7.2220097512272465,M30,AUDUSD,rsi,"(14, 80, 20, 14, 1.5, 2.5)",9,5000
26,15.384615384615385,-185.79512069060613,0.2814418281879779,-7.145966180407928,M15,AUDUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",9,5000
39,15.384615384615385,-262.54156253628486,0.43308004718239246,-6.731834936827817,M30,EURUSD,ema_macd,"(5, 13, 50, 10, 1.5, 2.5)",9,5000
39,15.384615384615385,-267.25996340798423,0.4109555611983312,-6.852819574563698,M30,EURUSD,ema_macd,"(5, 13, 50, 14, 1.5, 2.5)",9,5000
13,15.384615384615385,-389.62023766093927,0.10415702944437101,-29.970787512379943,M30,GBPUSD,supertrend,"(14, 3.0, 14, 2.5, 4.0)",10,5000
65,15.384615384615385,-614.8645993211886,0.3757016925174564,-9.459455374172133,M30,USDJPY,ema_macd,"(3, 10, 50, 14, 1.5, 2.5)",13,5000
27,14.814814814814813,-292.6388663135838,0.28294575945084594,-10.838476530132732,M30,USDCHF,supertrend,"(10, 2.5, 14, 2.0, 3.0)",12,5000
81,14.814814814814813,-850.2687244985822,0.31892165241740394,-10.497144746896076,M30,USDJPY,ema_macd,"(5, 13, 30, 14, 1.5, 2.0)",13,5000
150,14.666666666666666,-1589.526653635685,0.3349872051538749,-10.596844357571234,M30,GBPUSD,keltner,"(14, 1.5, 14, 1.5, 2.5)",10,5000
116,14.655172413793101,-1537.2707032943736,0.35059152636340724,-13.252333649089428,M30,USDJPY,keltner,"(50, 2.0, 21, 2.0, 3.0)",13,5000
48,14.583333333333334,-552.0113350711098,0.28521657767622566,-11.500236147314787,M30,EURUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",9,5000
48,14.583333333333334,-699.7566073332838,0.3156196807272925,-14.578262652776745,M30,GBPUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",10,5000
110,14.545454545454545,-1669.1780939521295,0.3168053769021742,-15.174346308655723,M30,USDJPY,keltner,"(30, 2.0, 21, 2.0, 3.0)",13,5000
180,14.444444444444443,-2007.9494089238199,0.29624583052994746,-11.15527449402122,M30,GBPUSD,keltner,"(20, 1.5, 14, 1.5, 2.5)",10,5000
14,14.285714285714285,-151.8237057050453,0.22757606360898797,-10.844550407503236,M30,AUDUSD,ema_macd,"(8, 21, 100, 14, 1.5, 2.5)",9,5000
14,14.285714285714285,-265.52355946034663,0.06939490043321724,-18.965968532881902,M30,AUDUSD,supertrend,"(10, 3.0, 14, 2.0, 3.0)",9,5000
28,14.285714285714285,-349.54779932159454,0.3037757545978357,-12.483849975771234,M30,EURUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",9,5000
42,14.285714285714285,-574.40799665037,0.19493114131190556,-13.676380872627858,M30,USDCHF,supertrend,"(10, 2.0, 14, 2.5, 4.0)",12,5000
99,14.14141414141414,-941.7161550951957,0.26544250178074513,-9.512284394900966,M15,GBPUSD,keltner,"(20, 2.0, 14, 2.0, 3.0)",10,5000
50,14.000000000000002,-437.43806433457206,0.28322450431960766,-8.74876128669144,M15,GBPUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",10,5000
50,14.000000000000002,-478.25005319591,0.21635096054081554,-9.565001063918201,M15,GBPUSD,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",10,5000
100,14.000000000000002,-1017.524738055069,0.23143336144054474,-10.17524738055069,M15,GBPUSD,donchian,"(100, 21, 2.0, 3.0)",10,5000
89,13.48314606741573,-1013.5511423316386,0.3485297614218667,-11.388215082377963,M30,USDJPY,rsi,"(14, 80, 20, 14, 1.5, 2.5)",13,5000
52,13.461538461538462,-543.4654610040379,0.2205726347934115,-10.451258865462268,M15,GBPUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",10,5000
224,13.392857142857142,-2652.9151662175714,0.3028707947471615,-11.843371277757015,M30,USDJPY,rsi,"(14, 70, 30, 14, 1.5, 2.5)",13,5000
142,13.380281690140844,-1422.942366028694,0.21016503972060505,-10.020720887526014,M15,GBPUSD,keltner,"(30, 2.0, 21, 2.0, 3.0)",10,5000
299,13.377926421404682,-3398.41619046655,0.30578892460116236,-11.365940436342976,M30,USDJPY,rsi,"(7, 75, 25, 14, 1.5, 2.5)",13,5000
15,13.333333333333334,-194.70386809184106,0.38674499165909076,-12.980257872789403,M30,USDJPY,supertrend,"(20, 3.0, 21, 2.0, 3.5)",13,5000
158,13.291139240506327,-1493.9757284559448,0.2338719297481389,-9.455542585164208,M15,GBPUSD,donchian,"(50, 21, 2.0, 3.0)",10,5000
91,13.186813186813188,-673.1552667810379,0.35530169384515276,-7.397310623967449,M30,EURUSD,rsi,"(14, 80, 20, 14, 1.5, 2.5)",9,5000
23,13.043478260869565,-255.34727799673144,0.2550921926833978,-11.102055565075279,M30,USDCHF,supertrend,"(14, 2.5, 14, 2.0, 3.0)",12,5000
276,13.043478260869565,-3087.152806574199,0.27361179303879657,-11.18533625570362,M30,GBPUSD,donchian,"(20, 14, 1.5, 2.5)",10,5000
93,12.903225806451612,-847.3447612567046,0.2617090407107326,-9.111233992007577,M30,AUDUSD,supertrend,"(5, 1.5, 14, 1.5, 2.5)",9,5000
39,12.82051282051282,-472.52261635987907,0.21835900578216855,-12.11596452204818,M15,USDJPY,supertrend,"(10, 2.0, 14, 2.5, 4.0)",13,5000
307,12.703583061889251,-2508.45572998843,0.30437270857390364,-8.170865569994886,M30,AUDUSD,rsi,"(7, 75, 25, 14, 1.5, 2.5)",9,5000
71,12.676056338028168,-612.6061639944846,0.26691690737262985,-8.628255830908234,M30,EURUSD,ema_macd,"(5, 13, 30, 14, 1.5, 2.0)",9,5000
16,12.5,-119.62673205157094,0.26001387907294277,-7.476670753223184,M15,AUDUSD,supertrend,"(20, 3.0, 21, 2.0, 3.5)",9,5000
24,12.5,-212.20900541417788,0.21690355621695967,-8.842041892257411,M15,AUDUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",9,5000
32,12.5,-239.5555737096032,0.2518218240170516,-7.4861116784251,M15,USDJPY,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",13,5000
32,12.5,-266.3792313741719,0.27609621030064674,-8.324350980442873,M30,EURUSD,ema_macd,"(8, 21, 100, 14, 1.5, 2.5)",9,5000
48,12.5,-490.92603428690046,0.2722148014981598,-10.227625714310426,M30,USDCHF,supertrend,"(10, 2.0, 14, 2.0, 3.0)",12,5000
99,12.121212121212121,-1133.1496213526264,0.3043769676554631,-11.44595577123865,M30,USDJPY,supertrend,"(5, 1.5, 14, 1.5, 2.5)",13,5000
42,11.904761904761903,-416.2428685774232,0.20352597309406226,-9.910544489938648,M15,AUDUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",9,5000
168,11.904761904761903,-1565.001288670755,0.25405916424457087,-9.315483861135446,M30,AUDUSD,keltner,"(20, 1.5, 14, 1.5, 2.5)",9,5000
76,11.842105263157894,-1407.4238372233026,0.24953607534947572,-18.518734700306613,M30,USDJPY,keltner,"(20, 2.0, 14, 2.0, 3.0)",13,5000
111,11.711711711711711,-1247.9835566399688,0.2563458526571999,-11.243095104864583,M30,GBPUSD,supertrend,"(5, 1.5, 14, 1.5, 2.5)",10,5000
232,11.637931034482758,-1913.02379982242,0.2875268529576185,-8.245792240613879,M30,AUDUSD,rsi,"(14, 70, 30, 14, 1.5, 2.5)",9,5000
43,11.627906976744185,-721.9168459781523,0.21848283978855657,-16.78876385995703,M30,GBPUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",10,5000
156,11.538461538461538,-1520.9700718483866,0.2035295765916583,-9.749808152874273,M15,GBPUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",10,5000
44,11.363636363636363,-424.65180507435196,0.2154280918902659,-9.651177388053453,M15,GBPUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",10,5000
150,11.333333333333332,-1350.0723950647518,0.2697784139587128,-9.000482633765012,M30,EURUSD,keltner,"(14, 1.5, 14, 1.5, 2.5)",9,5000
133,11.278195488721805,-1363.2362771555179,0.20192198758015958,-10.24989682071818,M15,GBPUSD,keltner,"(50, 2.0, 21, 2.0, 3.0)",10,5000
18,11.11111111111111,-158.56026409352577,0.22257015401998567,-8.808903560751432,M15,EURUSD,supertrend,"(10, 3.0, 14, 2.0, 3.0)",9,5000
275,10.909090909090908,-2478.101146937911,0.25225833696918304,-9.011276897956039,M30,EURUSD,donchian,"(20, 14, 1.5, 2.5)",9,5000
37,10.81081081081081,-565.9895132098158,0.1570994124591341,-15.297013870535562,M30,AUDUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",9,5000
222,10.81081081081081,-2512.262445829368,0.3123864225815498,-11.316497503735892,M30,USDJPY,rsi,"(21, 65, 35, 14, 1.5, 2.5)",13,5000
300,10.666666666666668,-2671.604984839099,0.24389818216749884,-8.905349949463663,M30,EURUSD,rsi,"(7, 75, 25, 14, 1.5, 2.5)",9,5000
133,10.526315789473683,-1427.1217189697436,0.1941024617003425,-10.730238488494313,M30,AUDUSD,keltner,"(14, 1.5, 14, 1.5, 2.5)",9,5000
232,10.344827586206897,-2137.701630663893,0.21957008666492417,-9.214231166654711,M30,EURUSD,rsi,"(21, 65, 35, 14, 1.5, 2.5)",9,5000
214,10.2803738317757,-1988.7532249025253,0.22799442085130103,-9.29323936870339,M30,AUDUSD,rsi,"(21, 65, 35, 14, 1.5, 2.5)",9,5000
39,10.256410256410255,-215.93992322248457,0.25088759699758145,-5.536921108268835,M15,AUDUSD,supertrend,"(7, 2.0, 14, 1.5, 2.5)",9,5000
49,10.204081632653061,-650.3446263301615,0.23043948578589085,-13.272339312860439,M30,GBPUSD,supertrend,"(10, 2.0, 14, 1.5, 2.5)",10,5000
256,10.15625,-3230.947884453451,0.25787642969775226,-12.620890173646293,M30,USDJPY,donchian,"(20, 14, 1.5, 2.5)",13,5000
40,10.0,-268.7703700398624,0.2125094453748188,-6.7192592509965605,M15,AUDUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",9,5000
20,10.0,-404.2042402118673,0.04669764620775546,-20.210212010593363,M30,AUDUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",9,5000
52,9.615384615384617,-966.6118772748497,0.16683717267035925,-18.588689947593263,M30,GBPUSD,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",10,5000
43,9.30232558139535,-257.3900001988028,0.21934692532394037,-5.9858139581116925,M15,AUDUSD,supertrend,"(10, 2.0, 14, 1.5, 2.5)",9,5000
43,9.30232558139535,-362.55262265577494,0.16716614741573543,-8.431456340831975,M15,AUDUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",9,5000
194,9.278350515463918,-1823.532509892534,0.22526983528192646,-9.399652112848115,M30,EURUSD,keltner,"(20, 1.5, 14, 1.5, 2.5)",9,5000
44,9.090909090909092,-390.39855019642476,0.14991915315160992,-8.872694322646018,M15,EURUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",9,5000
121,9.090909090909092,-1043.8709146456813,0.1588897688168181,-8.627032352443647,M15,EURUSD,keltner,"(20, 2.0, 14, 2.0, 3.0)",9,5000
45,8.88888888888889,-647.1476970169107,0.23872158737474444,-14.381059933709126,M30,USDJPY,supertrend,"(7, 2.0, 14, 1.5, 2.5)",13,5000
45,8.88888888888889,-707.332842058392,0.2058541724461772,-15.718507601297599,M30,USDJPY,supertrend,"(10, 2.0, 14, 1.5, 2.5)",13,5000
57,8.771929824561402,-398.6386373086205,0.2003265449333487,-6.9936603036600085,M15,AUDUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",9,5000
57,8.771929824561402,-423.0044218995068,0.15144851524522543,-7.421130208763277,M15,AUDUSD,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",9,5000
150,8.666666666666668,-1220.2263032593075,0.16148598429500696,-8.134842021728717,M15,AUDUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",9,5000
47,8.51063829787234,-659.830790250655,0.18879216147935102,-14.03895298405649,M30,GBPUSD,supertrend,"(7, 2.0, 14, 1.5, 2.5)",10,5000
273,8.424908424908425,-2848.294299657541,0.1747272541908443,-10.433312452958026,M30,AUDUSD,donchian,"(20, 14, 1.5, 2.5)",9,5000
12,8.333333333333332,-232.50280265668218,0.03044167924280822,-19.375233554723515,M30,AUDUSD,supertrend,"(20, 3.0, 21, 2.0, 3.5)",9,5000
48,8.333333333333332,-501.5324802773071,0.19085723939526583,-10.448593339110564,M30,EURUSD,supertrend,"(10, 2.0, 14, 1.5, 2.5)",9,5000
98,8.16326530612245,-854.4791536766016,0.14126218211186337,-8.719175037516344,M15,AUDUSD,donchian,"(100, 21, 2.0, 3.0)",9,5000
123,8.130081300813007,-1010.9586162787766,0.1445649543816603,-8.219175742103875,M15,EURUSD,keltner,"(50, 2.0, 21, 2.0, 3.0)",9,5000
99,8.080808080808081,-1263.406013470556,0.13438372783746355,-12.76167690374299,M30,USDCHF,keltner,"(20, 2.0, 14, 2.0, 3.0)",12,5000
62,8.064516129032258,-869.1081669886105,0.1539051915944661,-14.017873661106622,M30,GBPUSD,ema_macd,"(3, 10, 50, 14, 1.5, 2.5)",10,5000
50,8.0,-992.4652215097127,0.12361041587595525,-19.849304430194255,M30,GBPUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",10,5000
164,7.926829268292683,-1635.0584547081096,0.16608954123572517,-9.96986862626896,M15,USDJPY,rsi,"(14, 75, 25, 14, 2.0, 3.0)",13,5000
139,7.913669064748201,-2091.4782853880065,0.20091422880057697,-15.046606369697889,M30,USDJPY,keltner,"(14, 1.5, 14, 1.5, 2.5)",13,5000
38,7.894736842105263,-459.2001856529692,0.12244937828887567,-12.084215411920242,M30,AUDUSD,supertrend,"(7, 2.0, 14, 1.5, 2.5)",9,5000
38,7.894736842105263,-483.99268995752647,0.1294895191290405,-12.73664973572438,M30,AUDUSD,supertrend,"(10, 2.0, 14, 1.5, 2.5)",9,5000
51,7.8431372549019605,-441.28143376082056,0.21297474453243598,-8.652577132565108,M30,USDCHF,supertrend,"(10, 2.0, 14, 1.5, 2.5)",12,5000
167,7.784431137724551,-1991.0925227756986,0.15454082937663646,-11.922709717219751,M30,USDCHF,rsi,"(14, 75, 25, 14, 2.0, 3.0)",12,5000
13,7.6923076923076925,-198.57633994082468,0.09643400421245345,-15.27510307237113,M30,USDCHF,supertrend,"(10, 3.0, 14, 2.0, 3.0)",12,5000
13,7.6923076923076925,-223.25461063338213,0.11235110315331029,-17.17343158718324,M30,USDCHF,supertrend,"(14, 3.0, 14, 2.5, 4.0)",12,5000
26,7.6923076923076925,-255.1213203590952,0.1510543424482562,-9.812358475349814,M15,EURUSD,supertrend,"(14, 2.5, 14, 2.0, 3.0)",9,5000
26,7.6923076923076925,-259.4995723289961,0.14888521307266955,-9.980752781884465,M15,EURUSD,supertrend,"(10, 2.5, 14, 2.0, 3.0)",9,5000
221,7.6923076923076925,-1851.410628921248,0.16110957137861517,-8.37742366027714,M15,GBPUSD,rsi,"(21, 65, 35, 14, 1.5, 2.5)",10,5000
247,7.6923076923076925,-2534.8807493173913,0.16880275025294963,-10.262675098450977,M30,EURUSD,rsi,"(14, 70, 30, 14, 1.5, 2.5)",9,5000
53,7.547169811320755,-442.7330376948435,0.21242479055331007,-8.353453541412142,M30,USDCHF,supertrend,"(7, 2.0, 14, 1.5, 2.5)",12,5000
187,7.4866310160427805,-2761.5429913018165,0.18563826591533633,-14.767609579154099,M30,USDJPY,keltner,"(20, 1.5, 14, 1.5, 2.5)",13,5000
107,7.476635514018691,-1057.2920070581704,0.16862956843803137,-9.881233710824022,M30,EURUSD,supertrend,"(5, 1.5, 14, 1.5, 2.5)",9,5000
